227;2017-07-20
200;2017-07-19
234;2017-07-18
193;2017-07-17
157;2017-07-16
171;2017-07-15
200;2017-07-14
210;2017-07-13
231;2017-07-12
197;2017-07-11
215;2017-07-10
242;2017-07-09
252;2017-07-08
246;2017-07-07
271;2017-07-06
269;2017-07-05
273;2017-07-04
283;2017-07-03
288;2017-07-02
275;2017-07-01
295;2017-06-30
303;2017-06-29
328;2017-06-28
293;2017-06-27
273;2017-06-26
303;2017-06-25
324;2017-06-24
342;2017-06-23
336;2017-06-22
337;2017-06-21
359;2017-06-20
370;2017-06-19
371;2017-06-18
379;2017-06-17
370;2017-06-16
362;2017-06-15
359;2017-06-14
398;2017-06-13
401;2017-06-12
341;2017-06-11
338;2017-06-10
282;2017-06-09
262;2017-06-08
258;2017-06-07
264;2017-06-06
248;2017-06-05
245;2017-06-04
224;2017-06-03
224;2017-06-02
222;2017-06-01
231;2017-05-31
232;2017-05-30
195;2017-05-29
171;2017-05-28
158;2017-05-27
160;2017-05-26
174;2017-05-25
190;2017-05-24
182;2017-05-23
174;2017-05-22
158;2017-05-21
127;2017-05-20
130;2017-05-19
97;2017-05-18
90;2017-05-17
89;2017-05-16
92;2017-05-15
91;2017-05-14
91;2017-05-13
89;2017-05-12
90;2017-05-11
90;2017-05-10
91;2017-05-09
91;2017-05-08
94;2017-05-07
98;2017-05-06
94;2017-05-05
97;2017-05-04
80;2017-05-03
77;2017-05-02
76;2017-05-01
79;2017-04-30
68;2017-04-29
70;2017-04-28
62;2017-04-27
53;2017-04-26
50;2017-04-25
50;2017-04-24
48;2017-04-23
49;2017-04-22
48;2017-04-21
50;2017-04-20
48;2017-04-19
51;2017-04-18
48;2017-04-17
49;2017-04-16
49;2017-04-15
48;2017-04-14
50;2017-04-13
46;2017-04-12
43;2017-04-11
43;2017-04-10
43;2017-04-09
44;2017-04-08
42;2017-04-07
43;2017-04-06
45;2017-04-05
45;2017-04-04
44;2017-04-03
49;2017-04-02
51;2017-04-01
50;2017-03-31
52;2017-03-30
53;2017-03-29
51;2017-03-28
50;2017-03-27
51;2017-03-26
51;2017-03-25
53;2017-03-24
44;2017-03-23
42;2017-03-22
43;2017-03-21
43;2017-03-20
45;2017-03-19
34;2017-03-18
47;2017-03-17
46;2017-03-16
35;2017-03-15
29;2017-03-14
29;2017-03-13
23;2017-03-12
21;2017-03-11
19;2017-03-10
18;2017-03-09
17;2017-03-08
19;2017-03-07
20;2017-03-06
19;2017-03-05
19;2017-03-04
19;2017-03-03
19;2017-03-02
17;2017-03-01
16;2017-02-28
15;2017-02-27
15;2017-02-26
14;2017-02-25
13;2017-02-24
13;2017-02-23
13;2017-02-22
13;2017-02-21
12;2017-02-20
13;2017-02-19
13;2017-02-18
13;2017-02-17
13;2017-02-16
13;2017-02-15
13;2017-02-14
11;2017-02-13
11;2017-02-12
11;2017-02-11
11;2017-02-10
11;2017-02-09
11;2017-02-08
12;2017-02-07
11;2017-02-06
11;2017-02-05
11;2017-02-04
11;2017-02-03
11;2017-02-02
11;2017-02-01
11;2017-01-31
11;2017-01-30
10;2017-01-29
11;2017-01-28
11;2017-01-27
11;2017-01-26
11;2017-01-25
11;2017-01-24
11;2017-01-23
11;2017-01-22
11;2017-01-21
11;2017-01-20
10;2017-01-19
10;2017-01-18
10;2017-01-17
10;2017-01-16
10;2017-01-15
10;2017-01-14
10;2017-01-13
10;2017-01-12
10;2017-01-11
11;2017-01-10
10;2017-01-09
10;2017-01-08
10;2017-01-07
10;2017-01-06
10;2017-01-05
11;2017-01-04
10;2017-01-03
8;2017-01-02
8;2017-01-01
8;2016-12-31
8;2016-12-30
8;2016-12-29
8;2016-12-28
7;2016-12-27
7;2016-12-26
7;2016-12-25
7;2016-12-24
7;2016-12-23
8;2016-12-22
8;2016-12-21
8;2016-12-20
8;2016-12-19
8;2016-12-18
8;2016-12-17
8;2016-12-16
8;2016-12-15
8;2016-12-14
8;2016-12-13
9;2016-12-12
8;2016-12-11
8;2016-12-10
8;2016-12-09
8;2016-12-08
8;2016-12-07
8;2016-12-06
7;2016-12-05
7;2016-12-04
8;2016-12-03
8;2016-12-02
8;2016-12-01
9;2016-11-30
8;2016-11-29
9;2016-11-28
9;2016-11-27
9;2016-11-26
9;2016-11-25
9;2016-11-24
10;2016-11-23
10;2016-11-22
10;2016-11-21
10;2016-11-20
10;2016-11-19
9;2016-11-18
10;2016-11-17
10;2016-11-16
10;2016-11-15
10;2016-11-14
10;2016-11-13
10;2016-11-12
10;2016-11-11
11;2016-11-10
11;2016-11-09
11;2016-11-08
11;2016-11-07
11;2016-11-06
11;2016-11-05
11;2016-11-04
11;2016-11-03
11;2016-11-02
11;2016-11-01
11;2016-10-31
11;2016-10-30
10;2016-10-29
11;2016-10-28
12;2016-10-27
12;2016-10-26
11;2016-10-25
12;2016-10-24
12;2016-10-23
12;2016-10-22
12;2016-10-21
12;2016-10-20
12;2016-10-19
13;2016-10-18
12;2016-10-17
12;2016-10-16
12;2016-10-15
12;2016-10-14
12;2016-10-13
12;2016-10-12
12;2016-10-11
12;2016-10-10
12;2016-10-09
12;2016-10-08
13;2016-10-07
13;2016-10-06
13;2016-10-05
13;2016-10-04
13;2016-10-03
13;2016-10-02
13;2016-10-01
13;2016-09-30
13;2016-09-29
13;2016-09-28
13;2016-09-27
13;2016-09-26
13;2016-09-25
13;2016-09-24
13;2016-09-23
13;2016-09-22
14;2016-09-21
14;2016-09-20
13;2016-09-19
12;2016-09-18
13;2016-09-17
13;2016-09-16
12;2016-09-15
12;2016-09-14
12;2016-09-13
12;2016-09-12
12;2016-09-11
12;2016-09-10
12;2016-09-09
11;2016-09-08
12;2016-09-07
12;2016-09-06
12;2016-09-05
12;2016-09-04
12;2016-09-03
12;2016-09-02
12;2016-09-01
12;2016-08-31
11;2016-08-30
11;2016-08-29
11;2016-08-28
11;2016-08-27
11;2016-08-26
11;2016-08-25
11;2016-08-24
11;2016-08-23
11;2016-08-22
11;2016-08-21
11;2016-08-20
11;2016-08-19
11;2016-08-18
11;2016-08-17
11;2016-08-16
11;2016-08-15
11;2016-08-14
12;2016-08-13
12;2016-08-12
12;2016-08-11
12;2016-08-10
12;2016-08-09
11;2016-08-08
11;2016-08-07
11;2016-08-06
11;2016-08-05
11;2016-08-04
10;2016-08-03
9;2016-08-02
11;2016-08-01
12;2016-07-31
12;2016-07-30
13;2016-07-29
13;2016-07-28
13;2016-07-27
12;2016-07-26
14;2016-07-25
13;2016-07-24
14;2016-07-23
15;2016-07-22
13;2016-07-21
12;2016-07-20
12;2016-07-19
11;2016-07-18
11;2016-07-17
12;2016-07-16
12;2016-07-15
12;2016-07-14
11;2016-07-13
11;2016-07-12
10;2016-07-11
11;2016-07-10
11;2016-07-09
11;2016-07-08
10;2016-07-07
11;2016-07-06
11;2016-07-05
11;2016-07-04
12;2016-07-03
12;2016-07-02
12;2016-07-01
12;2016-06-30
13;2016-06-29
12;2016-06-28
14;2016-06-27
14;2016-06-26
14;2016-06-25
14;2016-06-24
14;2016-06-23
13;2016-06-22
13;2016-06-21
12;2016-06-20
12;2016-06-19
11;2016-06-18
15;2016-06-17
21;2016-06-16
18;2016-06-15
19;2016-06-14
18;2016-06-13
16;2016-06-12
14;2016-06-11
14;2016-06-10
14;2016-06-09
14;2016-06-08
15;2016-06-07
14;2016-06-06
14;2016-06-05
14;2016-06-04
14;2016-06-03
14;2016-06-02
14;2016-06-01
14;2016-05-31
13;2016-05-30
12;2016-05-29
12;2016-05-28
11;2016-05-27
12;2016-05-26
13;2016-05-25
13;2016-05-24
13;2016-05-23
14;2016-05-22
14;2016-05-21
14;2016-05-20
15;2016-05-19
14;2016-05-18
12;2016-05-17
11;2016-05-16
10;2016-05-15
10;2016-05-14
11;2016-05-13
10;2016-05-12
10;2016-05-11
9;2016-05-10
9;2016-05-09
9;2016-05-08
9;2016-05-07
9;2016-05-06
10;2016-05-05
9;2016-05-04
9;2016-05-03
10;2016-05-02
9;2016-05-01
9;2016-04-30
7;2016-04-29
7;2016-04-28
8;2016-04-27
7;2016-04-26
8;2016-04-25
8;2016-04-24
8;2016-04-23
8;2016-04-22
8;2016-04-21
8;2016-04-20
9;2016-04-19
9;2016-04-18
9;2016-04-17
9;2016-04-16
8;2016-04-15
8;2016-04-14
8;2016-04-13
7;2016-04-12
9;2016-04-11
9;2016-04-10
9;2016-04-09
10;2016-04-08
10;2016-04-07
11;2016-04-06
10;2016-04-05
11;2016-04-04
12;2016-04-03
12;2016-04-02
12;2016-04-01
11;2016-03-31
12;2016-03-30
12;2016-03-29
12;2016-03-28
10;2016-03-27
11;2016-03-26
11;2016-03-25
11;2016-03-24
12;2016-03-23
11;2016-03-22
12;2016-03-21
10;2016-03-20
11;2016-03-19
11;2016-03-18
11;2016-03-17
13;2016-03-16
13;2016-03-15
12;2016-03-14
14;2016-03-13
14;2016-03-12
11;2016-03-11
11;2016-03-10
12;2016-03-09
10;2016-03-08
10;2016-03-07
11;2016-03-06
11;2016-03-05
10;2016-03-04
9;2016-03-03
8;2016-03-02
8;2016-03-01
6;2016-02-29
6;2016-02-28
6;2016-02-27
6;2016-02-26
6;2016-02-25
6;2016-02-24
6;2016-02-23
6;2016-02-22
5;2016-02-21
4;2016-02-20
5;2016-02-19
4;2016-02-18
4;2016-02-17
4;2016-02-16
5;2016-02-15
5;2016-02-14
5;2016-02-13
6;2016-02-12
6;2016-02-11
4;2016-02-10
4;2016-02-09
3;2016-02-08
3;2016-02-07
3;2016-02-06
3;2016-02-05
3;2016-02-04
3;2016-02-03
2;2016-02-02
2;2016-02-01
2;2016-01-31
2;2016-01-30
2;2016-01-29
3;2016-01-28
2;2016-01-27
2;2016-01-26
3;2016-01-25
2;2016-01-24
2;2016-01-23
2;2016-01-22
2;2016-01-21
2;2016-01-20
1;2016-01-19
1;2016-01-18
1;2016-01-17
1;2016-01-16
1;2016-01-15
1;2016-01-14
1;2016-01-13
1;2016-01-12
1;2016-01-11
1;2016-01-10
1;2016-01-09
1;2016-01-08
1;2016-01-07
1;2016-01-06
1;2016-01-05
1;2016-01-04
1;2016-01-03
1;2016-01-02
1;2016-01-01
1;2015-12-31
1;2015-12-30
1;2015-12-29
1;2015-12-28
1;2015-12-27
1;2015-12-26
1;2015-12-25
1;2015-12-24
1;2015-12-23
1;2015-12-22
1;2015-12-21
1;2015-12-20
1;2015-12-19
1;2015-12-18
1;2015-12-17
1;2015-12-16
1;2015-12-15
1;2015-12-14
1;2015-12-13
1;2015-12-12
1;2015-12-11
1;2015-12-10
1;2015-12-09
1;2015-12-08
1;2015-12-07
1;2015-12-06
1;2015-12-05
1;2015-12-04
1;2015-12-03
1;2015-12-02
1;2015-12-01
1;2015-11-30
1;2015-11-29
1;2015-11-28
1;2015-11-27
1;2015-11-26
1;2015-11-25
1;2015-11-24
1;2015-11-23
1;2015-11-22
1;2015-11-21
1;2015-11-20
1;2015-11-19
1;2015-11-18
1;2015-11-17
1;2015-11-16
1;2015-11-15
1;2015-11-14
1;2015-11-13
1;2015-11-12
1;2015-11-11
1;2015-11-10
1;2015-11-09
1;2015-11-08
1;2015-11-07
1;2015-11-06
1;2015-11-05
1;2015-11-04
1;2015-11-03
1;2015-11-02
1;2015-11-01
1;2015-10-31
1;2015-10-30
1;2015-10-29
1;2015-10-28
1;2015-10-27
1;2015-10-26
1;2015-10-25
1;2015-10-24
1;2015-10-23
1;2015-10-22
0;2015-10-21
0;2015-10-20
0;2015-10-19
1;2015-10-18
1;2015-10-17
1;2015-10-16
1;2015-10-15
1;2015-10-14
1;2015-10-13
1;2015-10-12
1;2015-10-11
1;2015-10-10
1;2015-10-09
1;2015-10-08
1;2015-10-07
1;2015-10-06
1;2015-10-05
1;2015-10-04
1;2015-10-03
1;2015-10-02
1;2015-10-01
1;2015-09-30
1;2015-09-29
1;2015-09-28
1;2015-09-27
1;2015-09-26
1;2015-09-25
1;2015-09-24
1;2015-09-23
1;2015-09-22
1;2015-09-21
1;2015-09-20
1;2015-09-19
1;2015-09-18
1;2015-09-17
1;2015-09-16
1;2015-09-15
1;2015-09-14
1;2015-09-13
1;2015-09-12
1;2015-09-11
1;2015-09-10
1;2015-09-09
1;2015-09-08
1;2015-09-07
1;2015-09-06
1;2015-09-05
1;2015-09-04
1;2015-09-03
1;2015-09-02
1;2015-09-01
1;2015-08-31
1;2015-08-30
1;2015-08-29
1;2015-08-28
1;2015-08-27
1;2015-08-26
1;2015-08-25
1;2015-08-24
1;2015-08-23
1;2015-08-22
1;2015-08-21
1;2015-08-20
1;2015-08-19
1;2015-08-18
1;2015-08-17
2;2015-08-16
2;2015-08-15
2;2015-08-14
2;2015-08-13
1;2015-08-12
1;2015-08-11
1;2015-08-10
1;2015-08-09
1;2015-08-08
3;2015-08-07
