150;2018-05-10
157;2018-05-09
160;2018-05-08
165;2018-05-07
172;2018-05-06
178;2018-05-05
169;2018-05-04
161;2018-05-03
152;2018-05-02
148;2018-05-01
148;2018-04-30
154;2018-04-29
152;2018-04-28
146;2018-04-27
154;2018-04-26
145;2018-04-25
166;2018-04-24
152;2018-04-23
147;2018-04-22
149;2018-04-21
156;2018-04-20
146;2018-04-19
140;2018-04-18
133;2018-04-17
128;2018-04-16
132;2018-04-15
126;2018-04-14
125;2018-04-13
129;2018-04-12
118;2018-04-11
114;2018-04-10
115;2018-04-09
118;2018-04-08
116;2018-04-07
113;2018-04-06
119;2018-04-05
118;2018-04-04
134;2018-04-03
119;2018-04-02
115;2018-04-01
117;2018-03-31
119;2018-03-30
115;2018-03-29
132;2018-03-28
136;2018-03-27
149;2018-03-26
160;2018-03-25
160;2018-03-24
168;2018-03-23
164;2018-03-22
169;2018-03-21
169;2018-03-20
161;2018-03-19
154;2018-03-18
153;2018-03-17
165;2018-03-16
164;2018-03-15
161;2018-03-14
176;2018-03-13
178;2018-03-12
189;2018-03-11
178;2018-03-10
187;2018-03-09
177;2018-03-08
186;2018-03-07
197;2018-03-06
211;2018-03-05
214;2018-03-04
211;2018-03-03
213;2018-03-02
210;2018-03-01
203;2018-02-28
217;2018-02-27
221;2018-02-26
220;2018-02-25
209;2018-02-24
209;2018-02-23
195;2018-02-22
213;2018-02-21
233;2018-02-20
223;2018-02-19
216;2018-02-18
229;2018-02-17
230;2018-02-16
225;2018-02-15
213;2018-02-14
160;2018-02-13
162;2018-02-12
149;2018-02-11
156;2018-02-10
164;2018-02-09
149;2018-02-08
138;2018-02-07
143;2018-02-06
125;2018-02-05
148;2018-02-04
160;2018-02-03
131;2018-02-02
142;2018-02-01
163;2018-01-31
165;2018-01-30
182;2018-01-29
194;2018-01-28
181;2018-01-27
177;2018-01-26
180;2018-01-25
180;2018-01-24
178;2018-01-23
180;2018-01-22
190;2018-01-21
211;2018-01-20
193;2018-01-19
193;2018-01-18
187;2018-01-17
188;2018-01-16
233;2018-01-15
239;2018-01-14
259;2018-01-13
237;2018-01-12
229;2018-01-11
251;2018-01-10
247;2018-01-09
256;2018-01-08
288;2018-01-07
296;2018-01-06
249;2018-01-05
241;2018-01-04
245;2018-01-03
256;2018-01-02
229;2018-01-01
232;2017-12-31
219;2017-12-30
246;2017-12-29
250;2017-12-28
272;2017-12-27
287;2017-12-26
273;2017-12-25
276;2017-12-24
288;2017-12-23
265;2017-12-22
317;2017-12-21
315;2017-12-20
350;2017-12-19
358;2017-12-18
319;2017-12-17
299;2017-12-16
300;2017-12-15
279;2017-12-14
303;2017-12-13
316;2017-12-12
214;2017-12-11
149;2017-12-10
155;2017-12-09
125;2017-12-08
98;2017-12-07
100;2017-12-06
102;2017-12-05
104;2017-12-04
101;2017-12-03
100;2017-12-02
99;2017-12-01
88;2017-11-30
86;2017-11-29
96;2017-11-28
92;2017-11-27
86;2017-11-26
89;2017-11-25
78;2017-11-24
73;2017-11-23
72;2017-11-22
70;2017-11-21
72;2017-11-20
72;2017-11-19
70;2017-11-18
68;2017-11-17
71;2017-11-16
64;2017-11-15
63;2017-11-14
61;2017-11-13
59;2017-11-12
62;2017-11-11
59;2017-11-10
64;2017-11-09
63;2017-11-08
61;2017-11-07
55;2017-11-06
55;2017-11-05
55;2017-11-04
56;2017-11-03
55;2017-11-02
53;2017-11-01
56;2017-10-31
56;2017-10-30
57;2017-10-29
55;2017-10-28
55;2017-10-27
56;2017-10-26
56;2017-10-25
56;2017-10-24
55;2017-10-23
57;2017-10-22
58;2017-10-21
60;2017-10-20
60;2017-10-19
61;2017-10-18
59;2017-10-17
65;2017-10-16
65;2017-10-15
64;2017-10-14
59;2017-10-13
60;2017-10-12
51;2017-10-11
51;2017-10-10
50;2017-10-09
53;2017-10-08
53;2017-10-07
52;2017-10-06
52;2017-10-05
51;2017-10-04
52;2017-10-03
53;2017-10-02
55;2017-10-01
55;2017-09-30
53;2017-09-29
54;2017-09-28
56;2017-09-27
52;2017-09-26
52;2017-09-25
48;2017-09-24
49;2017-09-23
48;2017-09-22
47;2017-09-21
52;2017-09-20
53;2017-09-19
56;2017-09-18
48;2017-09-17
48;2017-09-16
48;2017-09-15
42;2017-09-14
62;2017-09-13
64;2017-09-12
66;2017-09-11
62;2017-09-10
66;2017-09-09
68;2017-09-08
78;2017-09-07
80;2017-09-06
71;2017-09-05
65;2017-09-04
77;2017-09-03
79;2017-09-02
86;2017-09-01
71;2017-08-31
64;2017-08-30
63;2017-08-29
62;2017-08-28
61;2017-08-27
52;2017-08-26
51;2017-08-25
50;2017-08-24
53;2017-08-23
47;2017-08-22
48;2017-08-21
46;2017-08-20
45;2017-08-19
47;2017-08-18
44;2017-08-17
44;2017-08-16
43;2017-08-15
46;2017-08-14
46;2017-08-13
46;2017-08-12
47;2017-08-11
47;2017-08-10
48;2017-08-09
49;2017-08-08
46;2017-08-07
45;2017-08-06
47;2017-08-05
43;2017-08-04
43;2017-08-03
42;2017-08-02
43;2017-08-01
43;2017-07-31
40;2017-07-30
41;2017-07-29
41;2017-07-28
42;2017-07-27
42;2017-07-26
42;2017-07-25
44;2017-07-24
44;2017-07-23
47;2017-07-22
46;2017-07-21
45;2017-07-20
41;2017-07-19
44;2017-07-18
43;2017-07-17
41;2017-07-16
39;2017-07-15
43;2017-07-14
46;2017-07-13
49;2017-07-12
45;2017-07-11
47;2017-07-10
50;2017-07-09
52;2017-07-08
47;2017-07-07
51;2017-07-06
53;2017-07-05
55;2017-07-04
46;2017-07-03
42;2017-07-02
39;2017-07-01
40;2017-06-30
41;2017-06-29
43;2017-06-28
41;2017-06-27
41;2017-06-26
44;2017-06-25
44;2017-06-24
47;2017-06-23
48;2017-06-22
48;2017-06-21
47;2017-06-20
50;2017-06-19
46;2017-06-18
48;2017-06-17
36;2017-06-16
30;2017-06-15
30;2017-06-14
31;2017-06-13
30;2017-06-12
33;2017-06-11
30;2017-06-10
30;2017-06-09
30;2017-06-08
28;2017-06-07
31;2017-06-06
31;2017-06-05
28;2017-06-04
28;2017-06-03
29;2017-06-02
29;2017-06-01
25;2017-05-31
24;2017-05-30
25;2017-05-29
24;2017-05-28
24;2017-05-27
24;2017-05-26
30;2017-05-25
34;2017-05-24
32;2017-05-23
25;2017-05-22
26;2017-05-21
28;2017-05-20
28;2017-05-19
28;2017-05-18
25;2017-05-17
23;2017-05-16
25;2017-05-15
29;2017-05-14
29;2017-05-13
27;2017-05-12
31;2017-05-11
32;2017-05-10
34;2017-05-09
29;2017-05-08
30;2017-05-07
28;2017-05-06
26;2017-05-05
23;2017-05-04
21;2017-05-03
